trace_id,count_transaction,count_session_login,count_device_registration,count_beneficiary_addition,total_events,window_seconds,transactions_per_hour,mean_time_between_transactions,min_time_between_transactions,transactions_per_session,time_login_to_first_transaction,login_attempt_count_max,auth_failure_present,new_device_present,time_device_registration_to_transaction,beneficiary_added_before_transaction,time_from_beneficiary_add_to_transaction,failed_transaction_count,failed_then_completed,amount_mean,amount_max,amount_min,amount_std,amount_cv,amount_change_after_failure,amount_trend,distinct_channels,fraud,attack_family,attack_difficulty,customer_id,HESITATION_DELTA
atk-5e434497,5,1,0,0,6,139027.0,0.12947125378523594,13860.0,19.0,5.0,83587.0,1,0,0,-1.0,0,-1.0,1,1,1667.586,2043.68,1362.45,254.69075260794216,0.1527302055833655,1,1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,4a3172b4-c168-4e46-a2a2-f7a6442e491b,0.0
atk-f2d6b494,10,1,0,0,11,246263.0,0.14618517601101264,14430.555555555555,5.0,10.0,116388.0,1,0,0,-1.0,0,-1.0,3,1,2372.006,5614.64,897.06,1376.1186463543033,0.5801497324856275,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,84fc8e5d-c282-45b2-973b-a15407b03728,0.0
atk-95b149c5,3,1,0,0,4,137038.0,0.0788102570090048,73.0,7.0,3.0,136892.0,1,0,0,-1.0,0,-1.0,2,1,17690.826666666664,23730.44,13521.75,4372.529279111677,0.24716364935904697,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,c4db965a-f70f-4778-b4af-c4b29c66e15e,0.0
atk-086848f7,6,1,0,0,7,186253.0,0.1159712863685417,15717.2,5.0,6.0,107667.0,1,0,0,-1.0,0,-1.0,1,1,2614.075,3359.49,1934.6,497.30964990804944,0.19024306873676136,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,51667bc0-f4bf-4f46-a4a5-cff909e424a4,0.0
atk-6c7d093a,4,1,0,0,5,94106.0,0.15301893609334155,69.0,19.0,4.0,93899.0,1,0,0,-1.0,0,-1.0,2,0,12387.9225,14756.64,9837.76,2105.1661457991268,0.16993698061956125,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,0514f0ad-c6f6-4730-8071-9d027367ef9c,0.0
atk-2b110f9b,4,1,0,1,6,163265.0,0.08820016537531007,66.0,7.0,4.0,163067.0,1,0,0,-1.0,1,83747.0,2,1,4636.7325,6390.3,3158.57,1163.1817192806764,0.2508623732942706,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,5888410f-b2b5-4beb-b481-c64dbe2b6c17,15.35136154951364
atk-3c05806c,12,1,0,0,13,234924.0,0.18388925780252338,11704.454545454546,17.0,12.0,106175.0,1,0,0,-1.0,0,-1.0,3,1,1876.2233333333331,3115.65,1155.82,583.4120641726756,0.310950223146503,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,f08ca729-5847-4f8d-b5af-fdca2bb34649,0.0
atk-ce8922d3,6,1,0,0,7,236760.0,0.0912316269640142,16070.2,15.0,6.0,156409.0,1,0,0,-1.0,0,-1.0,4,1,14832.288333333336,24245.8,8752.24,5291.669926845452,0.35676692685060746,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,b6084df1-78b6-43ed-af67-ff2faacf92a3,0.0
atk-78525fab,5,1,0,1,7,184739.0,0.0974347593090793,16996.75,34.0,5.0,116752.0,1,0,0,-1.0,1,59272.0,1,1,2796.95,5297.44,1023.61,1592.8797382727926,0.5695059755350623,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,hard,2444528b-4509-4809-a516-d55fbd5d508d,7.448274420068775
atk-b840d2ce,6,1,0,0,7,1532.0,14.099216710182766,127.0,45.0,6.0,897.0,1,0,0,-1.0,0,-1.0,3,1,6146.638333333333,8151.08,3968.6,1498.1611405810866,0.24373666699348992,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,1e6c9584-c4ed-4037-896c-cf880ebae805,0.0
atk-7b30c7a2,0,1,0,0,1,1.0,0.0,1.0,1.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,AUTHORIZED_PUSH_PAYMENT,advanced,75516789-f403-4fa0-9ce9-7c3f068c1336,0.0
atk-a5248ead,5,1,0,0,6,858.0,20.97902097902098,141.0,30.0,5.0,294.0,1,0,0,-1.0,0,-1.0,2,1,7877.2440000000015,10258.12,5708.01,1545.4268162627438,0.19618877062367798,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,b6084df1-78b6-43ed-af67-ff2faacf92a3,0.0
atk-ce889f0b,5,1,0,0,6,164330.0,0.10953569037911519,104.5,34.0,5.0,163912.0,1,0,0,-1.0,0,-1.0,2,1,6008.1,7888.92,4540.85,1192.9035522287625,0.19854921726149072,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,fd2210f5-af89-4530-8b4d-07628d0879bb,0.0
atk-3c92c6e7,9,1,0,1,11,168333.0,0.1924756286646112,106.375,25.0,9.0,167482.0,1,0,0,-1.0,1,167302.0,4,1,4320.807777777778,6865.82,2935.66,1161.5868422863782,0.26883557474148745,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,b56b42e3-4b67-4eee-a294-17aa8de74cbb,22.047142941580983
atk-c44b79b8,6,1,0,0,7,5336.0,4.0479760119940025,97.4,11.0,6.0,4849.0,1,0,0,-1.0,0,-1.0,3,1,4432.525000000001,6004.62,3297.04,977.7926879754897,0.22059496291064112,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0503245b-3e08-42ba-9f76-1f2537c61cdd,0.0
atk-fb932848,7,1,0,0,8,1130.0,22.300884955752213,123.0,18.0,7.0,392.0,1,0,0,-1.0,0,-1.0,5,1,10149.591428571428,14237.22,6635.37,2329.898854030416,0.22955592551949186,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,6f238d5a-c3e1-4357-83c3-56b89d2b523d,0.0
atk-399647df,16,1,0,0,17,13118.0,4.39091324897088,461.3333333333333,6.0,16.0,6198.0,1,0,0,-1.0,0,-1.0,8,1,3405.526875,6570.57,1655.8,1540.9340157016732,0.45248035686157173,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,259fc45e-741c-4a4a-8d33-fe3f103add9a,0.0
atk-ea3d2d24,7,1,0,0,8,6872.0,3.6670547147846335,72.66666666666667,7.0,7.0,6436.0,1,0,0,-1.0,0,-1.0,2,1,2018.3471428571431,3384.06,1408.44,645.8867877071754,0.32000777962945826,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,9cb9bed9-fe71-463b-809d-526a8077ab40,0.0
atk-39e2f6ad,16,1,0,0,17,144312.0,0.39913520705138866,9294.0,14.0,16.0,4902.0,1,0,0,-1.0,0,-1.0,7,1,3444.3606250000003,8322.24,536.07,2864.838609397283,0.831747578521132,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0514f0ad-c6f6-4730-8071-9d027367ef9c,0.0
atk-4328af52,13,1,0,0,14,6426.0,7.282913165266106,455.6666666666667,6.0,13.0,958.0,1,0,0,-1.0,0,-1.0,6,1,3868.4038461538457,6662.73,2123.45,1211.9357008492236,0.3132908943967132,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,259fc45e-741c-4a4a-8d33-fe3f103add9a,0.0
atk-cc5adbad,15,1,0,0,16,89981.0,0.6001266934130539,6368.214285714285,9.0,15.0,826.0,1,0,0,-1.0,0,-1.0,8,1,4243.868,11906.16,906.82,3746.240879854898,0.8827420833670835,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a4ae34e8-722e-44d5-bfc1-918c65cdc5cd,0.0
atk-53e29b08,8,1,0,0,9,7532.0,3.823685608072225,68.85714285714286,16.0,8.0,7050.0,1,0,0,-1.0,0,-1.0,4,1,5656.227499999999,7737.0,3426.36,1409.13193400006,0.24912928873530285,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0503245b-3e08-42ba-9f76-1f2537c61cdd,0.0
atk-124853c8,0,1,0,1,2,420.0,0.0,420.0,420.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,AUTHORIZED_PUSH_PAYMENT,advanced,b56b42e3-4b67-4eee-a294-17aa8de74cbb,0.0
atk-1c507f0b,38,1,0,0,39,9240.0,14.805194805194803,234.21621621621622,13.0,38.0,574.0,1,0,0,-1.0,0,-1.0,19,1,1903.073947368421,6155.8,112.16,1745.7472630857137,0.917330230651174,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,f777751c-882f-4233-a7ef-03edb93bbaa7,0.0
atk-c8743e46,5,1,0,0,6,144977.0,0.12415762500258663,155.5,21.0,5.0,144355.0,1,0,0,-1.0,0,-1.0,4,0,14525.65,18040.95,11555.25,2684.468049122582,0.18480880711861997,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a4ae34e8-722e-44d5-bfc1-918c65cdc5cd,0.0
atk-d3b454db,8,1,0,1,10,128332.0,0.22441791603029643,153.28571428571428,19.0,8.0,127259.0,1,0,0,-1.0,1,126779.0,4,1,2664.7025,3670.88,1922.63,589.3810242056916,0.22118079755833592,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,16ba6cb3-05ca-4736-ac25-21368e9e41cf,19.779422739748824
atk-a8434c71,11,1,0,1,13,8459.0,4.6814044213263974,115.7,32.0,11.0,7302.0,1,0,0,-1.0,1,7182.0,5,1,2829.4863636363634,3890.1,1917.69,629.0887936498851,0.222333212746571,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,762dcbcf-de99-45a4-ad6b-cc051bf8bdfa,-0.4813491084356405
atk-b3ef3d72,5,1,0,0,6,2868.0,6.276150627615063,65.25,6.0,5.0,2607.0,1,0,0,-1.0,0,-1.0,2,1,3672.0339999999997,4561.52,2850.03,667.8683780686132,0.1818796825052854,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0503245b-3e08-42ba-9f76-1f2537c61cdd,0.0
atk-8e58f580,12,1,0,0,13,7697.0,5.612576328439652,620.0,9.0,12.0,877.0,1,0,0,-1.0,0,-1.0,6,1,6238.594166666667,11760.38,2067.61,3519.221027046701,0.5641048180133587,1,1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,92ecfbad-d07a-4a47-8dc1-f3c65f4e3c66,0.0
atk-50fb4b50,10,1,0,0,11,1218.0,29.55665024630542,125.33333333333333,7.0,10.0,90.0,1,0,0,-1.0,0,-1.0,5,1,3464.432,4819.22,2269.41,823.9123744039775,0.2378203337239633,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,96a5d6dd-535b-4bf8-b9be-b86cff14b33c,0.0
atk-1aa22490,17,1,0,0,18,10014.0,6.111443978430198,584.9375,10.0,17.0,655.0,1,0,0,-1.0,0,-1.0,8,1,2896.309411764706,5130.88,1304.8,1161.1981411986428,0.4009233738915798,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,d6d3d3f8-a8e7-4841-bc66-c08d12894506,0.0
atk-b4fc6f8f,16,1,0,0,17,3753.0,15.347721822541967,107.06666666666666,5.0,16.0,2147.0,1,0,0,-1.0,0,-1.0,9,1,5923.511875,14406.06,853.56,5018.522116906304,0.8472207404676309,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,d6d3d3f8-a8e7-4841-bc66-c08d12894506,0.0
atk-0538196b,8,1,0,0,9,1478.0,19.485791610284167,122.0,18.0,8.0,624.0,1,0,0,-1.0,0,-1.0,3,1,3354.4225,4616.85,2385.55,673.1864595665529,0.20068624616206004,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,c082482e-6a21-4dff-8bab-be7c23762912,0.0
atk-88795dc4,8,1,0,0,9,4982.0,5.780810919309514,119.85714285714286,16.0,8.0,4143.0,1,0,0,-1.0,0,-1.0,4,1,5179.32,7165.34,3621.33,1161.9874341725904,0.2243513500174908,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0bb8c9eb-2997-4cdf-aa71-f13d5e5c8bd1,0.0
atk-d0a3072f,6,1,0,0,7,4650.0,4.64516129032258,101.2,7.0,6.0,4144.0,1,0,0,-1.0,0,-1.0,3,1,2985.155,4269.66,2068.17,732.1514402487597,0.245264128746668,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a3a87881-f8d0-4902-8849-8c3000a8d72c,0.0
atk-3e06cf74,12,1,0,0,13,9482.0,4.55600084370386,356.09090909090907,12.0,12.0,5565.0,1,0,0,-1.0,0,-1.0,8,1,7541.163333333334,17178.88,1062.94,6240.054032104921,0.8274657047305594,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,16ba6cb3-05ca-4736-ac25-21368e9e41cf,0.0
atk-95a4f057,12,1,0,0,13,92420.0,0.4674312919281541,8303.818181818182,8.0,12.0,1078.0,1,0,0,-1.0,0,-1.0,6,1,4482.815833333333,8653.83,1919.8,1994.49717630559,0.44492061473391414,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a4ae34e8-722e-44d5-bfc1-918c65cdc5cd,0.0
atk-af8583a8,18,1,0,0,19,181554.0,0.3569186027297664,10660.058823529413,15.0,18.0,333.0,1,0,0,-1.0,0,-1.0,9,1,2831.204444444445,6331.23,729.73,2048.6761013727382,0.7236058509984223,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,1653a6b5-1036-48ad-aa9b-802b8609a3df,0.0
atk-1ffb0b05,8,1,0,0,9,7141.0,4.033048592634085,109.57142857142857,5.0,8.0,6374.0,1,0,0,-1.0,0,-1.0,4,1,3463.65625,4905.32,2266.38,830.4606179545406,0.23976415614411523,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,e9669dd5-9e35-4c39-901d-6ffb9e8ca7dd,0.0
atk-af328860,9,1,0,0,10,1240.0,26.129032258064516,103.25,20.0,9.0,414.0,1,0,0,-1.0,0,-1.0,4,1,3126.994444444445,4489.14,2152.58,741.5891677578649,0.23715717470346154,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,855f7663-6799-43eb-b79f-2cb8c3f0bf52,0.0
atk-20ef97e5,7,1,0,0,8,2737.0,9.207161125319692,107.16666666666667,7.0,7.0,2094.0,1,0,0,-1.0,0,-1.0,3,1,3587.655714285714,5048.12,2633.48,831.2423617154049,0.2316951312818213,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,3434ad30-f05c-4ce9-85b7-c46d84542c7f,0.0
atk-018301d3,9,1,0,0,10,8381.0,3.8658871256413314,112.625,13.0,9.0,7480.0,1,0,0,-1.0,0,-1.0,4,1,4180.222222222223,5440.58,3139.36,874.2064925376965,0.20912919124021231,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a3a87881-f8d0-4902-8849-8c3000a8d72c,0.0
atk-68dcbb70,8,1,0,0,9,3363.0,8.56378233719893,113.57142857142857,25.0,8.0,2568.0,1,0,0,-1.0,0,-1.0,4,1,6167.69625,7835.64,4431.02,1291.5267838970424,0.20940181415338707,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,855f7663-6799-43eb-b79f-2cb8c3f0bf52,0.0
atk-38aedc1b,9,1,0,0,10,1364.0,23.75366568914956,103.25,21.0,9.0,538.0,1,0,0,-1.0,0,-1.0,4,1,4719.648888888889,6184.8,3187.97,1006.3980741949033,0.21323579314643296,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,9cb9bed9-fe71-463b-809d-526a8077ab40,0.0
atk-463cf4a5,13,1,0,0,14,2089.0,22.40306366682623,102.16666666666667,14.0,13.0,863.0,1,0,0,-1.0,0,-1.0,7,1,5194.988461538462,10685.64,868.03,3432.6078455260313,0.660753699635646,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,8d2b4595-90eb-457b-862c-c575a44e50c8,0.0
atk-89f12c3d,6,1,0,0,7,780.0,27.69230769230769,113.8,15.0,6.0,211.0,1,0,0,-1.0,0,-1.0,3,1,8875.210000000001,12703.28,6219.6,2171.3003947404422,0.24464777675575475,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,f08ca729-5847-4f8d-b5af-fdca2bb34649,0.0
atk-41739c1d,7,1,0,0,8,139949.0,0.18006559532401087,79.83333333333333,20.0,7.0,139470.0,1,0,0,-1.0,0,-1.0,3,1,1770.2128571428573,2480.74,1279.42,423.0448929812898,0.23897967483079344,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a4ae34e8-722e-44d5-bfc1-918c65cdc5cd,0.0
atk-68fb8a9c,32,1,0,0,33,106315.0,1.083572402765367,3412.3548387096776,12.0,32.0,532.0,1,0,0,-1.0,0,-1.0,14,1,1483.390625,5039.88,378.49,1009.5885268481211,0.6805951917406253,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,1653a6b5-1036-48ad-aa9b-802b8609a3df,0.0
atk-b3d227ed,5,1,0,1,7,98824.0,0.1821419898000486,97.5,40.0,5.0,98434.0,1,0,0,-1.0,1,97954.0,2,1,4611.804,6886.6,3085.31,1269.5429946969107,0.2752812120152788,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,339dbdc6-5d4e-4ff3-b5f8-3a0922bcb11b,101.32149294091286
atk-8d299b55,5,1,0,0,6,1508.0,11.93633952254642,49.25,7.0,5.0,1311.0,1,0,0,-1.0,0,-1.0,2,1,5358.3859999999995,7686.36,3582.75,1322.0381712129192,0.24672320568412193,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a4ae34e8-722e-44d5-bfc1-918c65cdc5cd,0.0
atk-aab26ab4,4,1,0,0,5,6444.0,2.2346368715083798,74.33333333333333,6.0,4.0,6221.0,1,0,0,-1.0,0,-1.0,1,1,4337.175,6013.78,2977.67,1091.6673960620972,0.25170010342264193,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,339dbdc6-5d4e-4ff3-b5f8-3a0922bcb11b,0.0
atk-4e80c882,10,1,0,0,11,1514.0,23.778071334214,125.44444444444444,6.0,10.0,385.0,1,0,0,-1.0,0,-1.0,6,1,6909.115000000001,9331.06,4723.74,1552.2525818838246,0.2246673534720184,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,75e060fd-752a-4bad-a05a-9a468d3ca04c,0.0
atk-a73c902e,28,1,0,0,29,19757.0,5.1019891683960115,594.7037037037037,14.0,28.0,3700.0,1,0,0,-1.0,0,-1.0,13,1,2042.050357142857,7324.83,156.88,2000.5052215957887,0.9796551855825945,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,0bb8c9eb-2997-4cdf-aa71-f13d5e5c8bd1,0.0
atk-8105f2e3,7,1,0,0,8,1744.0,14.449541284403669,92.16666666666667,15.0,7.0,1191.0,1,0,0,-1.0,0,-1.0,3,1,1570.0157142857145,2314.42,1047.2,383.5825289801081,0.24431763675347712,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,84fc8e5d-c282-45b2-973b-a15407b03728,0.0
atk-b53bb846,6,1,0,0,7,165177.0,0.13076881163842424,40.8,17.0,6.0,164973.0,1,0,0,-1.0,0,-1.0,3,1,4205.541666666667,5867.73,2520.2,1141.7340218342838,0.27148322673479247,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,b17a6899-624b-40e5-8d87-736f6f9750cb,0.0
atk-96936a5b,6,1,0,0,7,140787.0,0.15342325640861726,123.8,16.0,6.0,140168.0,1,0,0,-1.0,0,-1.0,3,1,4578.883333333334,6325.14,3316.3,1045.4709295921252,0.22832443053993332,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,bc42392e-9ebc-4b24-84ce-adb1994405df,0.0
atk-2fbc547f,13,1,0,0,14,13076.0,3.5790761700825944,489.8333333333333,9.0,13.0,7198.0,1,0,0,-1.0,0,-1.0,6,1,4419.820769230769,9455.54,1193.43,2921.7793584665055,0.6610628600161575,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,a1bcb03b-3f62-4d03-b0dc-e0003b9f1aef,0.0
atk-3ac749c6,6,1,0,0,7,8331.0,2.5927259632697157,113.6,12.0,6.0,7763.0,1,0,0,-1.0,0,-1.0,2,1,2065.89,2763.82,1562.08,402.03810366680426,0.1946077011200036,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,16ba6cb3-05ca-4736-ac25-21368e9e41cf,0.0
atk-e557a744,8,1,0,0,9,6938.0,4.151052176419718,72.0,16.0,8.0,6434.0,1,0,0,-1.0,0,-1.0,3,1,4183.15625,6587.04,2879.28,1090.313487407836,0.2606437393792871,1,-1.0,1,1,AUTHORIZED_PUSH_PAYMENT,advanced,42fec3c4-05a4-4a79-ade0-661be2827074,0.0
atk-e61b700c,1,1,0,0,2,540.0,6.666666666666667,540.0,540.0,1.0,540.0,1,0,0,-1.0,0,-1.0,0,0,20148.35,20148.35,20148.35,0.0,0.0,0,0.0,1,1,MULE_NETWORK,easy,05331eee-ce57-4f45-909e-3df063f28c40,0.0
atk-5e4700d9,2,1,0,0,3,660.0,10.90909090909091,300.0,300.0,2.0,360.0,1,0,0,-1.0,0,-1.0,0,0,2423.905,4589.46,258.35,2165.555,0.893415789810244,0,-1.0,1,1,MULE_NETWORK,easy,05b67d8f-8a98-44ae-9c92-a2ecbbb865af,0.0
atk-6e834495,0,1,0,0,1,1.0,0.0,1.0,1.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,MULE_NETWORK,medium,3b72cceb-6c13-4d41-92ec-ca6647452a99,0.0
atk-0c5938ca,1,1,0,0,2,2460.0,1.4634146341463414,2460.0,2460.0,1.0,2460.0,1,0,0,-1.0,0,-1.0,0,0,11205.19,11205.19,11205.19,0.0,0.0,0,0.0,1,1,MULE_NETWORK,medium,05b67d8f-8a98-44ae-9c92-a2ecbbb865af,0.0
atk-e8555528,2,1,0,0,3,54061.0,0.1331828859991491,33.0,33.0,2.0,54028.0,1,0,0,-1.0,0,-1.0,0,0,2465.33,2895.99,2034.67,430.65999999999985,0.1746865531186494,0,-1.0,1,1,MULE_NETWORK,hard,70209039-9aad-406d-8a36-0052f3672fee,0.0
atk-92fd6b38,2,1,0,0,3,58193.0,0.12372622136683105,31.0,31.0,2.0,58162.0,1,0,0,-1.0,0,-1.0,0,0,1946.33,2333.37,1559.29,387.03999999999996,0.1988563090534493,0,-1.0,1,1,MULE_NETWORK,hard,3b72cceb-6c13-4d41-92ec-ca6647452a99,0.0
atk-03613ded,3,1,0,0,4,47337.0,0.2281513403891248,34.0,18.0,3.0,47269.0,1,0,0,-1.0,0,-1.0,0,0,1395.2533333333333,1424.76,1364.93,24.432320579283648,0.017511028281088963,0,1.0,1,1,MULE_NETWORK,hard,1a2c69b6-43f8-469f-9028-de2aef194316,0.0
atk-b0a09ce0,3,1,0,0,4,65386.0,0.16517297280763468,40.0,28.0,3.0,65306.0,1,0,0,-1.0,0,-1.0,0,0,642.41,700.22,531.56,78.40697290420034,0.12205129575224599,0,1.0,1,1,MULE_NETWORK,hard,34638909-d5bd-41fd-9881-ccf8dd7bea87,0.0
atk-8aa02b5f,11,1,0,0,12,282092.0,0.14037973427108888,19742.5,9.0,11.0,84667.0,1,0,0,-1.0,0,-1.0,0,0,1430.209090909091,3635.66,530.2,1015.6231959420468,0.7101221789161479,0,-1.0,1,1,MULE_NETWORK,hard,0aa81839-b228-48e8-a357-7a29a634fe26,0.0
atk-c1052f53,5,1,0,0,6,127131.0,0.14158623781768412,18603.25,5.0,5.0,52718.0,1,0,0,-1.0,0,-1.0,0,0,525.478,608.46,453.08,64.26978867243926,0.12230728721742731,0,-1.0,1,1,MULE_NETWORK,hard,6c69aebb-a0bf-4a86-8685-03cacbb0cb6f,0.0
atk-9eafcbee,3,1,0,0,4,85410.0,0.12644889357218123,33.0,26.0,3.0,85344.0,1,0,0,-1.0,0,-1.0,1,0,2628.66,2910.1,2275.9,263.7768208163863,0.1003464962438605,0,-1.0,1,1,MULE_NETWORK,hard,5ee45ec3-0e35-4ffb-be34-488817384317,0.0
atk-14cac68f,2,1,0,0,3,48704.0,0.1478318002628121,23.0,23.0,2.0,48681.0,1,0,0,-1.0,0,-1.0,0,0,83.635,100.01,67.26,16.375,0.19579123572666945,0,1.0,1,1,MULE_NETWORK,hard,1617be2b-2eae-4f7e-8fac-bf3ee8e33ee4,0.0
atk-85ebf300,1,1,0,0,2,120.0,30.0,120.0,120.0,1.0,120.0,1,0,0,-1.0,0,-1.0,0,0,22344.76,22344.76,22344.76,0.0,0.0,0,0.0,1,1,MULE_NETWORK,easy,1b3b1057-3f36-4f28-bdd9-94d07b6a0f42,0.0
atk-5ba1ff41,1,1,0,0,2,240.0,15.0,240.0,240.0,1.0,240.0,1,0,0,-1.0,0,-1.0,0,0,2615.37,2615.37,2615.37,0.0,0.0,0,0.0,1,1,MULE_NETWORK,easy,70209039-9aad-406d-8a36-0052f3672fee,0.0
atk-11336dad,2,1,0,0,3,6044.0,1.1912640635340834,45.0,45.0,2.0,5999.0,1,0,0,-1.0,0,-1.0,0,0,5666.145,5688.85,5643.44,22.705000000000382,0.004007133597887166,0,-1.0,1,1,MULE_NETWORK,medium,2817e109-1698-4e69-9354-8fc73126ad21,0.0
atk-76d50a89,2,1,0,0,3,6049.0,1.1902793850223177,44.0,44.0,2.0,6005.0,1,0,0,-1.0,0,-1.0,0,0,4726.1849999999995,5669.69,3782.68,943.5049999999999,0.19963353106152212,0,-1.0,1,1,MULE_NETWORK,medium,05b67d8f-8a98-44ae-9c92-a2ecbbb865af,0.0
atk-c5254ba2,2,1,0,0,3,2735.0,2.6325411334552102,38.0,38.0,2.0,2697.0,1,0,0,-1.0,0,-1.0,0,0,844.245,924.65,763.84,80.40499999999997,0.09523894130258394,0,1.0,1,1,MULE_NETWORK,medium,7ac9c3ea-9428-4d24-910d-c7531bbe5d54,0.0
atk-121219e5,2,1,0,0,3,3549.0,2.0287404902789516,27.0,27.0,2.0,3522.0,1,0,0,-1.0,0,-1.0,0,0,529.315,612.95,445.68,83.63500000000002,0.15800610222646252,0,1.0,1,1,MULE_NETWORK,medium,e8de4b0f-e6de-4d0d-a67b-45064b3eb39c,0.0
atk-087edf5b,2,1,0,0,3,5841.0,1.2326656394453004,8.0,8.0,2.0,5833.0,1,0,0,-1.0,0,-1.0,1,0,14003.215,16783.68,11222.75,2780.465,0.19855904519069373,0,1.0,1,1,MULE_NETWORK,medium,aa0dc330-e814-4833-a5d1-a722295a0ebe,0.0
atk-67ae4a0a,2,1,0,0,3,7005.0,1.0278372591006424,48.0,48.0,2.0,6957.0,1,0,0,-1.0,0,-1.0,0,0,3154.7,3452.68,2856.72,297.98,0.09445589120994073,0,-1.0,1,1,MULE_NETWORK,medium,9b27a876-bf02-482f-ba14-905a84045c9c,0.0
atk-3e6a9d90,1,1,0,0,2,300.0,12.0,300.0,300.0,1.0,300.0,1,0,0,-1.0,0,-1.0,1,0,36187.68,36187.68,36187.68,0.0,0.0,0,0.0,1,1,MULE_NETWORK,easy,7ac9c3ea-9428-4d24-910d-c7531bbe5d54,0.0
atk-8bad5b13,1,1,0,0,2,480.0,7.5,480.0,480.0,1.0,480.0,1,0,0,-1.0,0,-1.0,0,0,23289.56,23289.56,23289.56,0.0,0.0,0,0.0,1,1,MULE_NETWORK,easy,c8565a80-a8a8-4860-a974-22fce97e5384,0.0
